bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_mean_ps,bidirectional_stddev_ps, bidirectional_max_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_ack_packets,src2dst_ack_packets,dst2src_ack_packets,label
65,13,3318,70,5,1602,463.32,558.3,780,415.4,358.483,688,25.77382,28.10383,41,4,4.8,3.2021,4,12,6,6,0
61,13,3028,56,5,1610,475.39,536.57,786,415.4,362.684,688,26.67282,32.7557,35,3,3.7,3.9833,5,12,6,6,0
54,13,3004,64,5,1570,483.21,546.59,780,415.4,360.494,688,26.58842,31.66047,34,2,3.2,3.9822,3,12,6,6,0
57,13,3190,68,5,1577,472.81,549.7,784,415.4,364.994,688,27.75841,33.10383,32,2,2.1,4.192,3,12,6,6,0
59,13,3170,63,5,1570,47.21,564.3,793,415.4,365.442,688,27.94842,33.48933,36,3,3.7,2.324,2,12,6,6,0
50,13,3171,67,5,1494,479.56,552.26,797,415.4,363.583,688,27.39391,33.6748,35,3,3.4,4.12372,2,12,6,6,0
49,13,3279,58,5,1677,483.97,564.29,761,415.4,353.191,688,25.38523,29.94823,38,4,4.5,4.1206,3,12,6,6,0
62,13,3228,62,5,1628,475.45,560.4,781,415.4,361.942,688,26.48574,30.49943,33,4,4,3.3492,5,12,6,6,0
45,13,3284,65,5,1608,469.89,543.79,779,415.4,359.473,688,25.4847,29.28285,37,4,4.4,2.9384,4,12,6,6,0
47,13,3100,69,5,1561,478.22,546.5,776,415.4,358.194,688,24.15852,28.38391,37,3,3.6,2.7392,4,12,6,6,0
63,13,3090,57,5,1601,472.23,568.32,798,415.4,366.832,688,26.65942,29.4948,36,3,3.1,4.2921,5,12,6,6,0
56,13,3109,54,5,1595,462.9,577,787,415.4,361.375,688,25.94883,28.48389,38,3,3.5,3.938,3,12,6,6,0
58,13,3217,60,5,1642,480.9,564.9,782,415.4,362.764,688,26.13834,28.30219,39,4,4.4,3.3082,3,12,6,6,0
49,13,3028,64,5,1592,473.16,564.8,745,415.4,351.382,688,25.47483,28.87502,42,5,5.2,4.3144,4,12,6,6,0
56,13,3284,62,5,1720,464.26,553.81,782,415.4,364.437,688,25.82938,29.74823,43,5,4.9,3.4815,4,12,6,6,0
53,13,3002,61,5,1570,474.58,547.8,787,415.4,367.322,688,24.73738,29.48493,40,3,3.8,3.9303,5,12,6,6,0
52,13,3140,64,5,1607,470.71,538.32,787,415.4,364.442,688,25.48732,28.33648,39,4,3.7,2.9041,6,12,6,6,0
50,13,3230,62,5,1510,472.81,564.9,770,415.4,360.393,688,26.85795,29.89345,36,3,3.3,3.7119,3,12,6,6,0
48,13,3141,64,5,1594,475.18,552.8,787,415.4,362.372,688,25.83874,29.2467,38,3,3.9,2.8871,4,12,6,6,0
61,13,3292,68,5,1570,458.39,553.9,769,415.4,357.272,688,26.19276,31.64537,38,3,3.6,2.8056,3,12,6,6,0
53,13,3284,63,5,1628,478.71,534.1,792,415.4,367.595,688,27.45773,33.3849,36,3,3.7,3.5679,4,12,6,6,0
48,13,3140,58,5,1650,469.24,540.3,779,415.4,359.144,688,27.34732,32.48075,38,4,4,4.9303,3,12,6,6,0
52,13,3270,59,5,1561,475.64,535.81,790,415.4,367.478,688,25.84843,29.37293,35,3,3.6,2.4922,4,12,6,6,0
57,13,3202,65,5,1577,487.19,548.15,782,415.4,360.672,688,25.37752,28.29381,39,4,4.3,4.2321,4,12,6,6,0
61,13,3210,64,5,1597,478.93,565.71,768,415.4,350.395,688,26.47466,30.12922,35,4,3.3,4.7282,3,12,6,6,0
62,13,3028,67,5,1602,462.9,573.6,765,415.4,353.481,688,25.79221,28.39482,36,4,3.6,3.4031,6,12,6,6,0
46,13,3284,64,5,1602,483.31,562.8,789,415.4,360.391,688,25.84742,28.63738,35,2,2.8,3.3093,5,12,6,6,0
53,13,3091,66,5,1600,463.16,567.5,787,415.4,362.825,688,25.77382,28.85477,36,3,3.6,2.2372,4,12,6,6,0
53,13,3170,64,5,1570,468.92,544.8,782,415.4,362.493,688,26.43834,29.938343,41,3,4.6,3.3802,6,12,6,6,0
59,13,3171,68,5,1577,474.58,565.9,784,415.4,360.839,688,25.94473,28.474822,34,2,3.5,3.3039,3,12,6,6,0
58,13,3011,63,5,1480,490.1,532.82,769,415.4,350.483,688,25.74375,29.48488,36,3,3.2,2.9902,4,12,6,6,0
56,13,3124,67,5,1494,475.21,594.3,782,415.4,362.395,688,26.47843,32.13943,38,2,3.7,3.4025,3,12,6,6,0
60,13,3124,66,5,1670,476.27,578.2,768,415.4,356.857,688,25.93837,29.4349,38,3,3.7,3.3552,4,12,6,6,0
54,13,3270,62,5,1708,437.9,549.25,785,415.4,369.578,688,27.55637,33.3943,36,4,4.2,4.406,4,12,6,6,0
57,13,3090,64,5,1509,471.12,546.91,790,415.4,368.582,688,26.48574,29.33302,44,3,4.4,3.9181,3,12,6,6,0
56,13,3109,69,5,1561,469.14,534.93,793,415.4,367.577,688,27.26978,33.23923,37,,3.6,4.4573,2,12,6,6,0
61,13,3210,59,5,1601,484.64,535.9,746,415.4,350.357,688,25.27422,28.53925,36,2,3.2,2.9537,4,12,6,6,0
46,13,3028,64,5,1507,469.71,545.3,796,415.4,368.582,688,27.48213,33.72832,36,3,3.8,4.2456,5,12,6,6,0
45,13,3204,60,5,1542,459.93,546.83,783,415.4,362.573,688,26.83492,29.494942,37,2,3.6,4.1084,4,12,6,6,0
50,13,3212,65,5,1592,469.23,573.1,797,415.4,363.521,688,26.15939,30.44949,32,2,3.6,4.1256,3,12,6,6,0
52,13,3140,63,5,1590,462.21,590.2,789,415.4,362.484,688,26.45952,31.14319,37,3,3.4,3.7728,4,12,6,6,0
56,13,3230,55,5,1570,479.56,547.29,788,415.4,362.581,688,26.15829,31.50249,5,3,3.2,3.1954,4,12,6,6,0
53,13,3011,64,5,1587,479.92,536.28,786,415.4,362.514,688,25.78523,29.44993,37,2,3.3,3.7055,3,12,6,6,0
56,13,3240,67,5,1580,490.94,553.42,780,415.4,360.392,688,25.78658,29.38733,37,2,3.2,4.1282,3,12,6,6,0
54,13,3284,60,5,1594,470.71,556.27,784,415.4,365.149,688,26.88797,30.83912,33,2,2.1,4.1452,4,12,6,6,0
60,13,3150,63,5,1570,472.81,556.5,793,415.4,369.573,688,27.15762,32.93705,48,3,3.7,2.8933,5,12,6,6,0
61,13,3200,64,5,1628,474.23,548.31,797,415.4,368.594,688,26.34842,31.38902,42,4,4.8,4.2203,5,12,6,6,0
56,13,3109,68,5,1590,471.14,564.43,769,415.4,353.624,688,25.64754,29.3927,37,3,3.6,3.9042,3,12,6,6,0
61,13,3318,63,5,1661,488.52,538.2,781,415.4,364.592,688,26.74532,30.92891,41,4,4.6,3.4437,4,12,6,6,0
48,13,3028,67,5,1587,461.94,584.5,789,415.4,362.493,688,26.58763,30.53092,33,4,4.4,4.2569,3,12,6,6,0
48,13,3004,58,5,1592,475.64,563.1,796,415.4,366.481,688,26.93438,31.36475,32,3,3.6,3.5026,6,12,6,6,0
47,13,3300,62,5,1642,487.1,564.83,788,415.4,364.763,688,26.13978,30.21829,37,3,3.1,3.3492,4,12,6,6,0
61,13,3170,65,5,1602,478.43,545.83,797,415.4,369.893,688,26.23384,30.33801,36,4,3.5,3.8732,5,12,6,6,0
54,13,3171,69,5,1510,472.12,561.1,748,415.4,351.254,688,25.34284,28.27126,39,4,4.4,2.7392,2,12,6,6,0
62,13,3279,59,5,1590,473.39,580,767,415.4,353.466,688,25.49282,28.37293,38,4,3.7,4.2921,3,12,6,6,0
45,13,3228,54,5,1577,469.26,557.3,785,415.4,360.472,688,26.25854,29.79381,42,5,4.9,2.8048,4,12,6,6,0
46,13,3284,60,5,1570,469.52,530.9,786,415.4,364.394,688,26.34563,30.43983,40,4,3.8,3.3082,6,12,6,6,0
43,13,3120,64,5,1494,471.92,559.4,796,415.4,368.743,688,27.18493,32.19332,36,5,3.4,4.3144,4,12,6,6,0
56,13,3019,62,5,1577,471.21,572.1,792,415.4,369.484,688,27.43933,32.49302,35,4,3.3,3.4225,5,12,6,6,0
56,13,3109,61,5,1590,492.84,576.9,774,415.4,360.194,688,26.35952,31.29238,38,4,3.3,3.9303,5,12,6,6,0
57,13,3217,64,5,1588,487.21,534.9,797,415.4,361.583,688,26.24832,29.83792,38,3,3.6,3.4941,3,12,6,6,0
63,13,3028,62,5,1591,471.52,574.2,782,415.4,364.387,688,26.83221,29.43292,38,3,3.7,3.292,3,12,6,6,0
61,13,3284,68,5,1701,483.97,583.1,768,415.4,354.239,688,25.28424,29.10292,39,4,4.5,2.2239,3,12,6,6,0
43,13,3002,68,5,1505,475.45,547,775,415.4,354.373,688,25.27182,28.23933,40,2,3.6,3.938,2,12,6,6,0
54,13,3120,63,5,1642,460.31,565.9,789,415.4,361.953,688,26.29458,31.39833,37,4,4.3,3.3082,3,12,6,6,0
65,13,3290,67,5,1592,481.26,528.83,776,415.4,356.845,688,25.14249,28.82727,37,2,3.3,4.3144,4,12,6,6,0
63,13,3141,63,5,1610,474.72,546.7,790,415.4,367.842,688,26.74383,29.39484,37,3,3.6,3.4815,4,12,6,6,0
47,13,3171,65,5,1570,472.9,549,764,415.4,353.383,688,25.39458,28.49393,42,5,4.8,3.9303,4,12,6,6,0
56,13,3011,64,5,1607,470.29,563.8,791,415.4,364.459,688,26.47282,31.13802,36,4,3.6,2.9041,4,12,6,6,0
49,13,3204,65,5,1610,470.65,563.6,782,415.4,362.584,688,26.48256,31.49302,37,4,4.6,3.7119,3,12,6,6,0
62,13,3294,64,5,1594,464.2,550,768,415.4,353.492,688,25.26852,28.93913,39,4,3.5,2.8871,3,12,6,6,0
52,13,3170,64,5,1582,478.38,549.4,785,415.4,363.935,688,26.38948,31.7835,37,2,3.2,3.1026,4,12,6,6,0
54,13,3090,67,5,1628,477.91,562.9,792,415.4,364.691,688,26.48483,30.12902,41,3,3.7,3.5679,5,12,6,6,0
54,13,3109,62,5,1650,485.17,580.1,787,415.4,362.481,688,26.45671,32.95112,44,4,4.6,4.9303,5,12,6,6,0
56,13,3214,66,5,1561,475.18,546.18,746,415.4,348.549,688,25.23762,31.38921,38,44,4.2,3.2052,6,12,6,6,0
45,13,3218,64,5,1617,450.39,570.7,786,415.4,365.439,688,26.39348,31.37821,42,5,4.7,4.2321,5,12,6,6,0
54,13,3204,63,5,1567,478.44,556,773,415.4,356.524,688,25.57322,29.29104,37,3,3.6,4.7282,4,12,6,6,0
60,13,3082,59,5,1642,472.41,564.35,769,415.4,352.458,688,25.47483,29.58393,35,2,3.2,3.4031,3,12,6,6,0
61,13,3140,67,5,1602,472.6,543.2,759,415.4,359.353,688,25.4847,29.58204,35,2,3.1,3.3093,6,12,6,6,0
46,13,3230,66,5,1590,468.27,579.3,786,415.4,363.472,688,26.58922,31.50912,39,3,3.6,4.7231,3,12,6,6,0
45,13,3117,62,5,1570,479.52,576.1,781,415.4,363.491,688,26.77563,32.13872,39,2,3.3,3.3802,4,12,6,6,0
50,13,3210,66,5,1577,487.21,560.39,783,415.4,360.549,688,26.36547,31.80212,41,5,4.4,2.9031,5,12,6,6,0
52,13,3204,67,5,1480,472.81,582.2,791,415.4,364.287,688,26.65345,29.99372,37,4,3.5,4.2472,4,12,6,6,0
56,13,3260,59,5,1580,468.15,582.3,770,415.4,360.757,688,26.24983,30.39911,38,4,4.2,3.1385,5,12,6,6,0
53,13,3200,64,5,1590,467.72,587.7,778,415.4,361.814,688,25.83938,28.28391,37,3,3.7,3.3552,4,12,6,6,0
56,13,3109,60,5,1628,450.19,577.9,784,415.4,361.554,688,26.83728,31.2938,45,5,4.9,4.7528,3,12,6,6,0
54,13,3018,65,5,1509,468.34,569.3,775,415.4,358.984,688,25.24849,29.64721,37,3,3.8,3.2481,3,12,6,6,0
60,13,3041,63,5,1561,475.64,571.2,779,415.4,360.361,688,26.49332,30.84922,34,3,3.2,4.4573,5,12,6,6,0
61,13,3004,60,5,1601,467.92,564.21,772,415.4,356.769,688,25.37314,28.58585,41,3,3.3,4.3618,3,12,6,6,0
56,13,3310,64,5,1607,478.93,608.1,798,415.4,369.937,688,26.73556,30.39332,43,5,4.5,4.2456,3,12,6,6,0
61,13,3170,63,5,1642,462.9,586.42,787,415.4,363.324,688,27.37463,32.71392,35,3,3.6,5.1003,4,12,6,6,0
48,13,3142,67,5,1592,473.9,573.7,785,415.4,363.483,688,26.58422,31.47832,37,4,3.7,4.1256,6,12,6,6,0
48,13,3229,63,5,1702,473.96,547.34,745,415.4,354.831,688,25.45675,28.19028,42,5,4.5,3.7218,4,12,6,6,0
47,13,3250,64,5,1570,479.92,582.4,782,415.4,361.393,688,26.74552,31.92022,37,4,3.6,3.1954,5,12,6,6,0
61,13,3034,68,5,1597,474.58,593.2,789,415.4,364.993,688,26.27966,30.39378,45,5,5.2,3.7055,3,12,6,6,0
54,13,3100,63,5,1480,470.71,568.27,779,415.4,360.575,688,25.56745,28.37201,37,3,3.3,3.192,3,12,6,6,0
62,13,3101,65,5,1594,472.81,586.63,788,415.4,363.289,688,26.13842,30.83939,35,3,3.6,4.1452,4,12,6,6,0
52,13,3009,62,5,1570,478.21,584.6,787,415.4,363.239,688,25.43822,29.10292,42,4,4.8,2.8933,5,12,6,6,0
54,13,3317,62,5,1628,477.94,550.7,769,415.4,353.439,688,25.56784,28.244251,33,3,3.1,4.2203,4,12,6,6,0
54,13,3028,65,5,1600,478.72,573.19,772,415.4,360.382,688,26.47843,32.92028,36,5,4.6,3.9042,6,12,6,6,0
56,13,3517,67,5,1661,461.94,567.5,769,415.4,356.712,688,25.57365,30.11727,32,3,3.5,3.6237,5,12,6,6,0
45,13,3052,59,5,1497,479.14,579.2,792,415.4,367.848,688,26.83743,30.34193,38,4,3.9,4.2569,6,12,6,6,0
54,13,3170,68,5,1490,487.19,588.4,786,415.4,365.449,688,26.45527,29.99423,35,3,3.5,3.8016,3,12,6,6,0
60,13,3230,60,5,1642,478.93,590,786,415.4,361.743,688,26.36737,31.13802,43,3,4.6,3.3402,3,12,6,6,0
61,13,3141,64,5,1602,482.59,576.6,765,415.4,352.779,688,25.64567,30.19332,45,5,4.8,3.3027,4,12,6,6,0
46,13,3102,62,5,1610,483.79,585.9,789,415.4,361.738,688,26.21275,32.71392,37,4,3.9,2.904,4,12,6,6,0
45,13,3370,67,5,1621,479.86,583.4,776,415.4,358.848,688,25.76972,31.47832,45,4,4.5,3.3221,6,12,6,6,0
50,13,3140,64,5,1577,463.32,576.86,782,415.4,360.398,688,27.48213,28.19028,36,3,3.8,4.1011,4,12,6,6,0
52,13,3270,66,5,1570,485.35,596.56,784,415.4,362.883,688,26.18892,31.92022,38,3,3.4,4.1832,5,12,6,6,0
56,13,3012,68,5,1494,483.21,584.1,769,415.4,358.371,688,25.95689,30.39378,40,4,4.5,3.1439,4,12,6,6,0
53,13,3210,62,5,1627,465.11,569.4,788,415.4,362.572,688,26.45822,28.37201,37,2,3.6,4.2835,6,12,6,6,0
45,13,3124,66,5,1598,47.21,578.4,787,415.4,363.581,688,26.24299,30.83939,43,4,4.2,3.3493,3,12,6,6,0
56,13,3301,58,5,1580,460.59,585.41,775,415.4,356.218,688,25.23473,29.48443,35,3,3.4,2.19424,4,12,6,6,0
36,10,1681,36,5,829,168.1,211.124213,580,165.8,218.7148829,557,3.33333,11.25833025,34,0,9,16.673332,34,9,4,5,1
33,10,1753,32,5,722,175.3,237.6664563,759,144.4,170.8707114,450,2.1213,7.6765,28,0,8.3,11.4637,32,9,4,5,1
30,10,1681,30,5,829,168.1,211.124213,580,165.8,218.7148829,557,3.333333333,8.888194417,27,0,7.5,13.02561579,27,9,4,5,1
30,10,1681,30,5,829,168.1,211.124213,580,165.8,218.7148829,557,3.333333333,8.902246907,27,0,7.5,13.02561579,27,9,4,5,1
28,10,1681,27,5,829,168.1,211.124213,580,165.8,218.7148829,557,3.111111111,7.84927456,24,0,6.75,11.52894907,24,9,4,5,1
35,10,1681,35,5,829,168.1,211.124213,580,165.8,218.7148829,557,3.888888889,10.92525108,33,0,8.75,16.17353806,33,9,4,5,1
32,10,1753,32,5,829,168.1,211.1242,580,165.8,218.277,557,2.888889,8.456,27,0,6.7,12.3,25,9,4,5,1
30,10,1681,29,5,829,168.1,211.124213,580,165.8,218.7148829,557,3.333333333,9.260129589,28,0,7.25,13.84136313,28,9,4,5,1
28,10,1681,25,5,829,168.1,211.124213,580,165.8,218.7148829,557,2.888888889,7.928499928,24,0,6.25,11.84271928,24,9,4,5,1
32,10,1681,31,5,829,168.1,211.124213,580,165.8,218.7148829,557,3.555555556,9.553940432,29,0,7.75,14.17450763,29,9,4,5,1
31,10,1735,31,5,832,173.5,223.0661337,631,166.4,220.0563564,560,3.444444444,9.221050796,28,0,7.75,13.52466882,28,9,4,5,1
31,10,1735,30,5,832,173.5,223.0661337,631,166.4,220.0563564,560,3.444444444,9.593110954,29,0,7.5,14.34108318,29,9,4,5,1
28,10,1735,27,5,832,173.5,223.0661337,631,166.4,220.0563564,560,3.111111111,8.594248723,26,0,6.75,12.84198842,26,9,4,5,1
36,10,1735,35,5,832,173.5,223.0661337,631,166.4,220.0563564,560,3.555555,10.52378259,32,0,8.75,15.52149048,32,9,4,5,1
33,10,1743,38,6,775,290.5,347.0249271,828,258.3333333,326.2274258,635,3.111111,8.3445,28,0,5.8,14.455,27,9,4,5,1
32,10,1735,31,5,832,173.5,223.0661337,631,166.4,220.0563564,560,3.555555556,9.180292903,28,0,7.75,13.52466882,28,9,4,5,1
31,10,1735,30,5,832,173.5,223.0661337,631,166.4,220.0563564,560,3.444444444,8.84747296,27,0,7.5,13.02561579,27,9,4,5,1
35,10,1735,35,5,832,173.5,223.0661337,631,166.4,220.0563564,560,3.888888889,10.92525108,33,0,8.75,16.17353806,33,9,4,5,1
34,10,1749,39,6,775,291.5,348.8872311,834,258.3333333,326.2274258,635,3.111111,12.22595477,38,0,8.8,13.8932,36,9,4,5,1
33,10,1735,28,5,832,173.5,223.0661337,631,166.4,220.0563564,560,3.111111111,8.222597589,25,1,7,12,25,9,4,5,1
30,10,1670,19,5,741,167,213.3874931,657,148.2,179.3661061,469,2.222222222,5.932490577,18,0,4.75,8.845903006,18,9,4,5,1
33,10,1670,18,5,741,167,213.3874931,657,148.2,179.3661061,469,2.111111111,5.230784942,16,0,4.5,7.681145748,16,9,4,5,1
39,10,1670,20,5,741,167,213.3874931,657,148.2,179.3661061,469,2.222222222,5.932490577,18,0,5,8.679477711,18,9,4,5,1
30,10,1670,18,5,741,167,213.3874931,657,148.2,179.3661061,469,2.111111111,5.600099205,17,0,4.5,8.346656017,17,9,4,5,1
27,10,1670,27,6,828,175.3,223.75,659,166.4,223.873,530,3.444444,7.322222,35,0,5.2,9.223333,32,9,4,5,1
33,10,1670,18,5,741,167,213.3874931,657,148.2,179.3661061,469,2.111111111,5.600099205,17,0,4.5,8.346656017,17,9,4,5,1
30,10,1670,18,5,741,167,213.3874931,657,148.2,179.3661061,469,2.111111111,5.600099205,17,0,4.5,8.346656017,17,9,4,5,1
28,10,1670,18,5,741,167,213.3874931,657,148.2,179.3661061,469,2.111111111,5.600099205,17,0,4.5,8.346656017,17,9,4,5,1
29,10,1670,21,5,741,167,213.3874931,657,148.2,179.3661061,469,2.333333333,6.264982043,19,0,5.25,9.178779875,19,9,4,5,1
33,10,1670,25,5,741,167,213.3874931,657,148.2,179.3661061,469,2.888888889,7.928499928,24,0,6.25,11.84271928,24,9,4,5,1
34,10,1672,18,5,741,167.2,213.8981066,659,148.2,179.3661061,469,2.111111111,5.600099205,17,0,4.5,8.346656017,17,9,4,5,1
35,10,1672,19,5,741,167.2,213.8981066,659,148.2,179.3661061,469,2.222222222,5.562773089,17,0,4.75,8.180260795,17,9,4,5,1
38,10,1720,20,6,786,186,224.78,686,165.4,194.3433,520,3.344444,6.233333,22,0,0,9.3332,24,9,4,5,1
40,10,1730,22,6,756,166,213.8982,656,166.4,179.3661,469,2.333333,5.596,18,0,0,7.39,22,9,4,5,1
30,10,1672,18,5,741,167.2,213.8981066,659,148.2,179.3661061,469,2.111111111,5.600099205,17,0,4.5,8.346656017,17,9,4,5,1
20,10,1672,19,5,741,167.2,213.8981066,659,148.2,179.3661061,469,2.222222222,5.932490577,18,0,4.75,8.845903006,18,9,4,5,1
35,10,1672,35,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.888888889,7.166666667,17,0,8.75,9.53502316,17,9,4,5,1
38,10,1720,27,6,864,186,214.34,686,186,220.5,486,3,6.5,38,0,6.5,7.9,23,9,4,5,1
18,10,1672,27,5,741,167.2,213.8981066,659,148.2,179.3661061,469,2,5.267826876,16,0,4.25,7.847504911,16,9,4,5,1
18,10,1672,18,5,741,167.2,213.8981066,659,148.2,179.3661061,469,2,5.267826876,16,0,4.5,7.681145748,16,9,4,5,1
27,10,1672,26,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3,7.889866919,24,0,6.5,11.67618659,24,9,4,5,1
35,10,1672,35,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.888888889,10.55277741,32,0,8.75,15.52149048,32,9,4,5,1
31,10,1672,30,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.444444444,9.221050796,28,0,7.5,13.69914839,28,9,4,5,1
35,10,1672,34,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.888888889,10.17895432,31,0,8.5,15.02220579,31,9,4,5,1
35,10,1672,35,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.888888889,10.55277741,32,0,8.75,15.52149048,32,9,4,5,1
30,10,1672,30,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.333333333,8.529361055,26,0,7.5,12.39623599,26,9,4,5,1
26,10,1672,25,5,741,167.2,213.8981066,659,148.2,179.3661061,469,2.888888889,7.184087354,22,0,6.25,10.53169819,22,9,4,5,1
30,10,1672,29,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.333333333,8.888194417,27,0,7.25,13.17510278,27,9,4,5,1
33,10,1672,32,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.666666667,9.513148795,29,1,8,14,29,9,4,5,1
28,10,1672,27,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.111111111,8.222597589,25,0,6.75,12.20314167,25,9,4,5,1
37,10,1672,36,5,741,167.2,213.8981066,659,148.2,179.3661061,469,4.111111111,10.84486566,33,0,9,16.02081979,33,9,4,5,1
38,10,1672,37,5,741,167.2,213.8981066,659,148.2,179.3661061,469,4.222222222,11.21135337,34,0,9.25,16.56049516,34,9,4,5,1
30,10,1672,30,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.333333333,8.888194417,27,0,7.5,13.02561579,27,9,4,5,1
29,8,1492,24,6,834,136.5,163.842005,550,165.5,179.21,515,3.21222,7.548,28,0,7.5,12.322,31,9,4,5,1
36,10,1672,35,5,741,167.2,213.8981066,659,148.2,179.3661061,469,4,10.88577053,33,0,8.75,16.19413474,33,9,4,5,1
27,10,1672,27,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3,7.889866919,24,0,6.75,11.52894907,24,9,4,5,1
28,10,1672,28,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.111111111,8.222597589,25,0,7,12.0277457,25,9,4,5,1
36,10,1672,35,5,741,167.2,213.8981066,659,148.2,179.3661061,469,4,10.88577053,33,0,8.75,16.17353806,33,9,4,5,1
29,10,1672,28,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.222222222,8.181958472,25,0,7,12.0277457,25,9,4,5,1
37,10,1672,36,5,741,167.2,213.8981066,659,148.2,179.3661061,469,4.111111111,10.85638573,33,0,9,16.0623784,33,9,4,5,1
35,10,1672,34,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.888888889,10.92525108,33,0,8.5,16.34013464,33,9,4,5,1
34,10,1672,34,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.777777778,9.858724281,30,0,8.5,14.38749457,30,9,4,5,1
33,10,1672,32,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.666666667,9.151502609,28,0,8,13.39153962,28,9,4,5,1
29,10,1672,28,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.222222222,7.806692286,24,1,7,11.34313302,24,9,4,5,1
28,10,1672,27,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.111111111,7.84927456,24,0,6.75,11.52894907,24,9,4,5,1
36,10,1672,35,5,741,167.2,213.8981066,659,148.2,179.3661061,469,4,10.88577053,33,0,8.75,16.17353806,33,9,4,5,1
28,10,1672,27,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.111111111,7.84927456,24,0,6.75,11.52894907,24,9,4,5,1
26,7,1821,25,6,849,131.5714286,129.396798,709,116.333333,278.330886,409,3.33333333,8.17407026,21,0,12,13.5218613,22,6,4,5,1
33,10,1672,33,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.666666667,10.25914226,31,0,8.25,15.17399091,31,9,4,5,1
38,12,1823,37,6,826,151.9166667,199.3423088,659,137.6666667,169.2107168,483,3.454545455,8.652902823,29,0,7.4,12.3004065,29,11,5,6,1
32,10,1672,31,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.555555556,9.180292903,28,0,7.75,13.52466882,28,9,4,5,1
27,10,1672,26,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3,7.516648189,23,0,6.5,11.03026141,23,9,4,5,1
33,10,1672,32,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.666666667,9.886859967,30,0,8,14.67424047,30,9,4,5,1
28,10,1672,27,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.111111111,7.84927456,24,0,6.75,11.52894907,24,9,4,5,1
30,10,1672,30,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.333333333,8.888194417,27,1,7.5,13,27,9,4,5,1
39,10,1672,39,5,741,167.2,213.8981066,659,148.2,179.3661061,469,4.333333333,11.88486432,36,0,9.75,17.51903726,36,9,4,5,1
31,10,1672,30,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.444444444,8.84747296,27,0,7.5,13.02561579,27,9,4,5,1
32,8,1120,23,6,849,140,223.95716,609,116.333333,178.330886,409,3.14285714,7.67991604,26,1,11,13.1076477,27,7,4,5,1
33,10,1672,32,5,741,167.2,213.8981066,659,148.2,179.3661061,469,3.666666667,9.513148795,29,0,8,14.02378931,29,9,4,5,1
37,10,1672,36,5,741,167.2,213.8981066,659,148.2,179.3661061,469,4.111111111,10.84486566,33,0,9,16.02081979,33,9,4,5,1
31,10,1723,30,5,828,172.3,220.4742615,623,165.6,218.2677255,556,3.444444444,9.593110954,29,0,7.5,14.34108318,29,9,4,5,1
22,8,1270,23,4,649,136.25,105.238163,410,128.75,212.390219,410,3.85714286,8.05250074,18,0,7.66666667,18.51057473,28,9,5,4,1
35,10,1723,34,5,828,172.3,220.4742615,623,165.6,218.2677255,556,3.888888889,10.55277741,32,0,8.5,15.67375726,32,9,4,5,1
26,7,945,26,3,849,135,129.268921,609,116.333333,208.330886,409,3.5,6.10219361,35,0,6.5,15.70205615,23,6,3,3,1
35,10,1723,34,5,828,172.3,220.4742615,623,165.6,218.2677255,556,3.888888889,10.17895432,31,0,8.5,15.02220579,31,9,4,5,1
39,12,1873,38,6,912,156.0833333,205.8311127,623,152,204.3144635,569,3.545454545,9.811866656,33,0,7.6,14.2407865,33,11,5,6,1
37,10,1852,37,6,1550,193.1428571,197.725093,410,116.666667,205.703361,410,2.83333333,6.70368356,32,1,8.5,17.21677477,33,6,4,5,1
